City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Gubden,RU,2022-02-11 21:20:35,42.5681,47.5658,32.36,78,20,3.56
280,Cooma,AU,2022-02-11 21:20:35,-36.2333,149.1333,51.57,100,75,4.61
281,Viedma,AR,2022-02-11 21:20:36,-40.8135,-62.9967,70.72,18,15,8.19
282,San Pedro,PH,2022-02-11 21:20:36,14.35,121.0167,76.23,79,20,3.44
283,Mezen,RU,2022-02-11 21:20:37,65.8522,44.24,17.73,97,99,5.86
284,Honningsvag,NO,2022-02-11 21:20:37,70.9821,25.9704,29.73,93,75,3.44
285,Port Hardy,CA,2022-02-11 21:15:48,50.6996,-127.4199,44.76,81,75,3.44
286,Washougal,US,2022-02-11 21:20:38,45.5826,-122.3534,67.08,39,0,25.99
287,Karatau,KZ,2022-02-11 21:20:38,43.1667,70.4667,40.23,71,90,19.33
288,Balsas,BR,2022-02-11 21:20:38,-7.5325,-46.0356,79.11,80,81,2.53
289,Yafran,LY,2022-02-11 21:20:39,32.0633,12.5286,48.13,67,99,6.31
290,Jacareacanga,BR,2022-02-11 21:20:39,-6.2222,-57.7528,78.35,84,100,1.48
291,Tukrah,LY,2022-02-11 21:20:39,32.5341,20.5791,53.02,76,15,7.65
292,Zelenogradsk,RU,2022-02-11 21:20:40,54.9589,20.4767,35.65,80,40,15.66
293,Cabinda,AO,2022-02-11 21:20:40,-5.55,12.2,78.13,84,25,5.26
294,Kondopoga,RU,2022-02-11 21:20:40,62.2057,34.2614,26.28,93,99,8.37
295,Kathmandu,NP,2022-02-11 21:20:01,27.7167,85.3167,43.02,93,20,2.3
296,Provins,FR,2022-02-11 21:20:41,48.5833,3.1667,39.85,82,18,5.7
297,Plymouth,US,2022-02-11 21:20:41,41.8334,-70.8328,54.01,53,0,12.66
298,Gamba,GA,2022-02-11 21:20:42,-2.65,10.0,77.38,90,18,5.23
299,Dongsheng,CN,2022-02-11 21:20:42,39.8161,109.9776,22.91,47,100,13.58
300,Ho Chi Minh City,VN,2022-02-11 21:15:49,10.75,106.6667,78.82,78,20,5.75
301,Opuwo,NA,2022-02-11 21:20:43,-18.0607,13.84,69.66,87,99,4.7
302,Port Moresby,PG,2022-02-11 21:20:43,-9.4431,147.1797,71.02,94,20,8.05
303,Taltal,CL,2022-02-11 21:20:43,-25.4,-70.4833,70.99,67,18,6.87
304,Novaya Bryan,RU,2022-02-11 21:20:44,51.7159,108.2691,-26.63,99,100,1.19
305,Ayan,RU,2022-02-11 21:20:44,56.45,138.1667,7.02,83,100,5.73
306,Eucaliptus,BO,2022-02-11 21:20:44,-17.5833,-67.5167,56.89,58,81,14.76
307,Alekseyevsk,RU,2022-02-11 21:20:45,57.8406,108.3492,-22.83,100,75,2.08
308,Yaan,NG,2022-02-11 21:20:45,7.3833,8.5667,84.99,10,3,5.32
309,Udachnyy,RU,2022-02-11 21:20:45,66.4167,112.4,-11.0,100,98,3.67
310,Laguna,US,2022-02-11 21:20:46,38.421,-121.4238,78.01,49,0,3.44
311,Victor Harbor,AU,2022-02-11 21:20:46,-35.5667,138.6167,62.8,78,0,1.01
312,Pevek,RU,2022-02-11 21:20:46,69.7008,170.3133,-29.42,100,98,6.69
313,Atyrau,KZ,2022-02-11 21:20:47,47.1167,51.8833,32.02,93,75,11.18
314,Dukat,RU,2022-02-11 21:20:47,62.55,155.55,-27.33,78,72,3.83
315,Nemuro,JP,2022-02-11 21:21:48,43.3236,145.575,22.87,74,79,7.85
316,Vinh,VN,2022-02-11 21:21:48,18.6667,105.6667,68.14,94,100,3.47
317,Newport,GB,2022-02-11 21:21:48,51.5877,-2.9984,44.26,79,91,12.33
318,Maarianhamina,AX,2022-02-11 21:21:49,60.0973,19.9348,30.06,55,0,6.91
319,Coquimbo,CL,2022-02-11 21:21:49,-29.9533,-71.3436,73.13,56,0,11.5
320,Riyadh,SA,2022-02-11 21:17:41,24.6877,46.7219,60.94,41,0,10.71
321,Henties Bay,NA,2022-02-11 21:21:49,-22.116,14.2845,70.86,85,42,5.5
322,Bartica,GY,2022-02-11 21:17:08,6.4,-58.6167,82.72,70,82,6.93
323,Kawalu,ID,2022-02-11 21:21:50,-7.3817,108.2082,72.68,91,100,2.39
324,Palembang,ID,2022-02-11 21:21:50,-2.9167,104.7458,77.09,94,40,5.75
325,Opatija,HR,2022-02-11 21:21:51,45.3392,14.3083,49.08,73,100,12.84
326,Caluquembe,AO,2022-02-11 21:21:51,-13.7833,14.6833,61.12,85,100,3.96
327,Hutchinson,US,2022-02-11 21:20:09,38.0608,-97.9298,56.48,30,0,19.57
328,Portel,BR,2022-02-11 21:21:52,-1.9356,-50.8211,79.12,87,100,4.07
329,Yar-Sale,RU,2022-02-11 21:21:52,66.8333,70.8333,-0.36,81,100,17.31
330,Belyy Yar,RU,2022-02-11 21:21:52,53.6039,91.3903,-27.15,57,68,2.24
331,Kavieng,PG,2022-02-11 21:21:53,-2.5744,150.7967,80.29,81,100,5.44
332,Parker,US,2022-02-11 21:21:53,32.7668,-97.8003,77.61,27,0,1.01
333,Namibe,AO,2022-02-11 21:18:30,-15.1961,12.1522,75.94,83,86,1.83
334,Hami,CN,2022-02-11 21:18:24,42.8,93.45,29.66,53,100,0.63
335,Vao,NC,2022-02-11 21:21:53,-22.6667,167.4833,80.65,83,100,15.05
336,Bull Savanna,JM,2022-02-11 21:21:54,17.8868,-77.5902,76.64,77,50,11.79
337,Acarau,BR,2022-02-11 21:21:54,-2.8856,-40.12,81.0,75,55,13.8
338,Salto,UY,2022-02-11 21:21:55,-31.3833,-57.9667,95.88,27,97,4.0
339,Marzuq,YE,2022-02-11 21:21:55,14.4,46.4667,61.16,64,14,4.5
340,Yumen,CN,2022-02-11 21:21:55,40.2833,97.2,21.79,51,72,3.06
341,Cape Coast,GH,2022-02-11 21:19:52,5.1053,-1.2466,80.28,86,40,8.88
342,Mehamn,NO,2022-02-11 21:21:56,71.0357,27.8492,33.71,80,75,11.5
343,Mackenzie,CA,2022-02-11 21:21:56,55.2999,-123.1698,28.62,64,100,6.91
344,Olafsvik,IS,2022-02-11 21:21:56,64.8945,-23.7142,29.88,72,100,18.95
345,Mayo,US,2022-02-11 21:21:57,38.8876,-76.5119,68.04,45,0,18.41
346,Abu Dhabi,AE,2022-02-11 21:17:41,24.4667,54.3667,68.02,77,0,3.44
347,Castrovillari,IT,2022-02-11 21:21:57,39.8203,16.2123,56.7,72,97,1.86
348,Sabang,ID,2022-02-11 21:21:57,5.8933,95.3214,81.66,70,100,9.19
349,Dunedin,NZ,2022-02-11 21:21:58,-45.8742,170.5036,58.8,71,100,8.99
350,Baltay,RU,2022-02-11 21:21:58,52.4652,46.6308,28.35,98,100,4.47
351,Roebourne,AU,2022-02-11 21:21:58,-20.7833,117.1333,84.9,70,33,2.35
352,Yamada,JP,2022-02-11 21:21:59,39.4667,141.95,29.28,83,51,3.53
353,Roding,DE,2022-02-11 21:21:59,49.1964,12.5186,37.18,84,67,7.74
354,Anjiang,CN,2022-02-11 21:21:59,27.3194,110.1031,40.68,96,100,1.95
355,Srednekolymsk,RU,2022-02-11 21:19:55,67.45,153.6833,-38.22,100,31,6.17
356,Sept-Iles,CA,2022-02-11 21:22:00,50.2001,-66.3821,19.06,63,75,4.61
357,Perth,AU,2022-02-11 21:17:13,-31.9333,115.8333,69.67,87,20,8.05
358,Kyabe,TD,2022-02-11 21:22:00,9.4515,18.9449,79.84,13,0,5.41
359,Quelimane,MZ,2022-02-11 21:22:01,-17.8786,36.8883,76.95,94,75,2.3
360,Whitianga,NZ,2022-02-11 21:22:01,-36.8333,175.7,76.01,98,97,10.16
361,Keroka,KE,2022-02-11 21:22:01,-0.7758,34.9453,55.89,91,93,2.53
362,Port Hedland,AU,2022-02-11 21:19:21,-20.3167,118.5667,82.45,94,60,4.61
363,Eureka,US,2022-02-11 21:23:02,40.8021,-124.1637,75.13,57,0,3.0
364,Moose Factory,CA,2022-02-11 21:23:02,51.2585,-80.6094,-4.0,71,100,17.27
365,Abdanan,IR,2022-02-11 21:23:02,32.9926,47.4198,45.39,91,100,6.31
366,Norman Wells,CA,2022-02-11 21:23:03,65.282,-126.8329,-9.36,77,20,4.61
367,Diego De Almagro,CL,2022-02-11 21:23:03,-26.3667,-70.05,77.61,26,0,14.58
368,Sampit,ID,2022-02-11 21:23:03,-2.5333,112.95,72.68,99,100,1.97
369,Duma,CN,2022-02-11 21:23:04,34.7653,108.135,28.42,79,100,2.37
370,Hobyo,SO,2022-02-11 21:23:04,5.3505,48.5268,76.6,65,50,17.98
371,Imeni Poliny Osipenko,RU,2022-02-11 21:23:04,52.4201,136.4853,6.8,94,100,6.82
372,Birjand,IR,2022-02-11 21:23:05,32.8663,59.2211,46.87,27,0,9.22
373,Puerto Narino,CO,2022-02-11 21:23:05,-3.7703,-70.3831,87.75,67,75,1.59
374,Kailua,US,2022-02-11 21:22:26,21.4022,-157.7394,80.15,66,20,5.75
375,Cayenne,GF,2022-02-11 21:23:06,4.9333,-52.3333,79.09,88,75,5.99
376,North Bend,US,2022-02-11 21:20:25,43.4065,-124.2243,64.17,74,0,8.05
377,Ucluelet,CA,2022-02-11 21:23:06,48.9329,-125.5528,51.1,89,61,1.01
378,Tubuala,PA,2022-02-11 21:23:06,9.5167,-79.0333,91.56,71,37,14.03
379,Cherskiy,RU,2022-02-11 21:23:07,68.75,161.3,-36.62,100,90,6.55
380,Kingori,TZ,2022-02-11 21:23:07,-3.2833,36.9833,68.07,74,100,3.67
381,Gornopravdinsk,RU,2022-02-11 21:23:08,60.05,69.9,0.97,89,11,10.11
382,Port Augusta,AU,2022-02-11 21:23:08,-32.5,137.7667,64.71,49,0,5.95
383,Tabas,IR,2022-02-11 21:23:08,33.5959,56.9244,56.35,32,90,3.65
384,Lavrentiya,RU,2022-02-11 21:23:09,65.5833,-171.0,-25.33,94,25,7.2
385,Moerai,PF,2022-02-11 21:23:09,-22.4333,-151.3333,79.39,73,91,8.05
386,Guerrero Negro,MX,2022-02-11 21:20:37,27.9769,-114.0611,76.03,22,0,10.6
387,Tiruchchendur,IN,2022-02-11 21:23:10,8.4833,78.1167,76.84,82,87,14.34
388,Veracruz,MX,2022-02-11 21:22:38,19.3333,-96.6667,73.67,67,88,6.15
389,Port Lincoln,AU,2022-02-11 21:23:10,-34.7333,135.8667,64.99,74,0,13.51
390,Maniitsoq,GL,2022-02-11 21:23:11,65.4167,-52.9,28.0,97,100,17.0
391,Mount Isa,AU,2022-02-11 21:23:11,-20.7333,139.5,82.17,36,10,8.05
392,Joura,IN,2022-02-11 21:23:11,26.3411,77.8115,53.08,52,0,2.33
393,Monroe,US,2022-02-11 21:20:43,43.1501,-77.6831,51.49,45,100,11.5
394,Banjar,ID,2022-02-11 21:23:12,-8.19,114.9675,76.91,94,100,3.11
395,Alice Springs,AU,2022-02-11 21:23:12,-23.7,133.8833,60.35,82,0,0.0
396,Kurtamysh,RU,2022-02-11 21:23:12,54.9103,64.4319,15.58,95,100,12.91
397,Tarko-Sale,RU,2022-02-11 21:23:13,64.9225,77.785,-9.58,82,37,11.43
398,Saint-Augustin,CA,2022-02-11 21:23:13,51.226,-58.6502,21.78,72,37,16.62
399,Ancud,CL,2022-02-11 21:23:13,-41.8697,-73.8203,67.23,56,2,4.94
400,Shahrud,IR,2022-02-11 21:23:14,36.4182,54.9763,37.29,81,91,7.96
401,Trairi,BR,2022-02-11 21:23:14,-3.2778,-39.2689,79.45,78,10,10.4
402,Camopi,GF,2022-02-11 21:23:14,3.1655,-52.3158,75.9,97,73,2.48
403,Black Diamond,US,2022-02-11 21:21:49,47.3087,-122.0032,50.65,77,94,1.99
404,Sinnamary,GF,2022-02-11 21:23:15,5.3833,-52.95,77.32,87,29,11.25
405,Leibnitz,AT,2022-02-11 21:23:15,46.7816,15.5384,44.06,45,100,3.0
406,Namatanai,PG,2022-02-11 21:23:16,-3.6667,152.4333,79.14,81,100,3.42
407,Issia,CI,2022-02-11 21:23:16,6.4922,-6.5856,79.59,32,32,3.89
408,Sebinkarahisar,TR,2022-02-11 21:23:16,40.2883,38.4236,11.03,79,5,4.25
409,Ankang,CN,2022-02-11 21:23:17,32.68,109.0172,39.76,72,87,3.11
410,Heihe,CN,2022-02-11 21:24:17,50.2441,127.4902,-1.61,93,100,11.54
411,Lata,PT,2022-02-11 21:24:17,40.1629,-8.3327,53.06,90,100,1.07
412,Kenda,IN,2022-02-11 21:24:18,23.2,86.5333,59.29,42,0,5.26
413,Northam,GB,2022-02-11 21:24:18,51.0333,-4.2167,45.01,84,86,10.6
414,Amasia,TR,2022-02-11 21:24:18,40.6533,35.8331,29.93,86,6,4.32
415,Totness,SR,2022-02-11 21:24:19,5.8833,-56.3167,79.0,78,66,13.0
416,Conceicao Do Araguaia,BR,2022-02-11 21:24:19,-8.2578,-49.2647,80.91,83,55,1.12
417,Yabelo,ET,2022-02-11 21:24:19,4.8833,38.0833,70.88,29,96,4.83
418,Valleyview,CA,2022-02-11 21:24:13,55.0667,-117.2859,28.44,50,93,11.5
419,Comodoro Rivadavia,AR,2022-02-11 21:24:20,-45.8667,-67.5,75.06,15,0,8.05
420,Esperance,AU,2022-02-11 21:24:20,-33.8667,121.9,73.24,93,100,4.76
421,Huarmey,PE,2022-02-11 21:24:20,-10.0681,-78.1522,75.15,72,60,10.89
422,Vila Velha,BR,2022-02-11 21:24:21,-20.3297,-40.2925,75.15,90,75,10.0
423,Sakakah,SA,2022-02-11 21:24:21,29.9697,40.2064,47.77,51,47,9.17
424,Lerik,AZ,2022-02-11 21:24:21,38.7726,48.4128,32.72,92,83,3.83
425,Bilma,NE,2022-02-11 21:24:22,18.6853,12.9164,64.24,20,0,7.65
426,Constitucion,CL,2022-02-11 21:24:22,-35.3333,-72.4167,69.67,48,0,15.59
427,Tuatapere,NZ,2022-02-11 21:24:23,-46.1333,167.6833,53.82,67,35,7.05
428,Troitskoye,RU,2022-02-11 21:24:23,52.9821,84.6757,-15.14,100,51,3.69
429,Ligaya,PH,2022-02-11 21:24:23,12.6599,120.8923,77.05,75,84,3.62
430,Astoria,US,2022-02-11 21:24:24,46.1879,-123.8313,59.86,67,0,14.97
431,Progreso,MX,2022-02-11 21:24:24,21.2833,-89.6667,85.1,75,29,13.4
432,Charters Towers,AU,2022-02-11 21:24:24,-20.1,146.2667,72.57,77,0,8.77
433,Puerto Madero,MX,2022-02-11 21:24:25,14.7208,-92.4215,89.8,48,0,11.5
434,Alta Floresta,BR,2022-02-11 21:24:25,-9.8756,-56.0861,77.32,88,97,1.41
435,Ambulu,ID,2022-02-11 21:24:25,-8.345,113.6058,75.52,88,100,3.67
436,Moron,AR,2022-02-11 21:24:26,-34.6534,-58.6198,67.96,75,100,17.27
437,Maceio,BR,2022-02-11 21:24:26,-9.6658,-35.7353,81.84,74,0,12.66
438,Cap Malheureux,MU,2022-02-11 21:24:26,-19.9842,57.6142,75.69,81,78,3.91
439,Huilong,CN,2022-02-11 21:24:27,31.8111,121.655,46.04,78,100,10.07
440,Alihe,CN,2022-02-11 21:24:27,50.5667,123.7167,-3.78,99,100,2.66
441,Qinhuangdao,CN,2022-02-11 21:24:27,39.9317,119.5883,26.11,51,56,12.46
442,Katsuura,JP,2022-02-11 21:19:57,35.1333,140.3,37.51,70,19,12.82
443,Bulancak,TR,2022-02-11 21:24:28,40.9372,38.2291,37.22,87,0,3.44
444,Yuanping,CN,2022-02-11 21:24:28,38.7153,112.7575,27.61,55,68,1.77
445,Rapid Valley,US,2022-02-11 21:24:29,44.0625,-103.1463,32.32,79,100,26.46
446,Ende,ID,2022-02-11 21:24:29,-8.8432,121.6623,76.42,95,100,3.47
447,Bonfim,BR,2022-02-11 21:24:29,3.0833,-59.95,94.87,31,91,9.24
448,Morros,BR,2022-02-11 21:24:30,-9.4467,-46.3003,80.22,67,100,3.53
449,Noumea,NC,2022-02-11 21:23:33,-22.2763,166.4572,81.0,99,76,7.27
450,Atar,MR,2022-02-11 21:24:30,20.5169,-13.0499,70.57,16,36,11.48
451,Laborie,LC,2022-02-11 21:24:31,13.75,-60.9833,80.26,57,20,25.32
452,Lamar,US,2022-02-11 21:24:31,33.6668,-95.5836,75.36,25,0,17.27
453,Havelock,US,2022-02-11 21:24:31,34.8791,-76.9013,66.06,64,40,4.0
454,Sur,OM,2022-02-11 21:24:31,22.5667,59.5289,67.82,59,0,8.43
455,Soubre,CI,2022-02-11 21:24:32,5.7856,-6.6083,79.63,72,59,4.81
456,Zhezkazgan,KZ,2022-02-11 21:25:32,47.8043,67.7144,28.85,92,100,18.57
457,Lukovetskiy,RU,2022-02-11 21:25:32,64.2956,41.9211,24.78,98,97,3.91
458,Kulhudhuffushi,MV,2022-02-11 21:25:33,6.6221,73.07,81.36,72,99,3.71
459,Bolu,TR,2022-02-11 21:21:55,40.6667,31.5833,30.13,76,2,5.37
460,Mogoytuy,RU,2022-02-11 21:25:33,51.2833,114.9167,-16.8,97,95,3.94
461,Adrar,MR,2022-02-11 21:25:34,20.5022,-10.0711,65.12,16,59,10.96
462,Mitsamiouli,KM,2022-02-11 21:25:34,-11.3847,43.2844,79.54,76,100,9.33
463,Kozhva,RU,2022-02-11 21:25:34,65.1073,57.0459,9.84,85,100,13.91
464,Villazon,BO,2022-02-11 21:25:35,-22.0866,-65.5942,67.19,26,62,13.89
465,Portland,US,2022-02-11 21:22:20,45.5234,-122.6762,68.05,48,20,11.01
466,Kodinsk,RU,2022-02-11 21:25:36,58.6881,99.1844,-22.77,100,69,0.87
467,Itoman,JP,2022-02-11 21:25:37,26.1247,127.6694,66.58,77,75,6.91
468,Kunming,CN,2022-02-11 21:25:37,25.0389,102.7183,40.93,65,0,8.95
469,Vilyuysk,RU,2022-02-11 21:25:37,63.7553,121.6247,-24.65,100,87,2.39
470,General Roca,AR,2022-02-11 21:25:38,-39.0333,-67.5833,79.2,13,0,6.64
471,Cabedelo,BR,2022-02-11 21:25:38,-6.9811,-34.8339,83.07,75,92,14.27
472,Los Llanos De Aridane,ES,2022-02-11 21:25:38,28.6585,-17.9182,64.15,37,0,8.99
473,Denizli,TR,2022-02-11 21:25:39,37.8402,29.0698,40.05,57,0,3.69
474,Pinawa,CA,2022-02-11 21:25:39,50.1489,-95.8811,-6.03,77,50,11.65
475,Sorada,IN,2022-02-11 21:25:39,19.75,84.4333,64.0,51,91,2.71
476,Rio Blanquito,HN,2022-02-11 21:25:40,15.7333,-87.9,82.0,72,65,4.47
477,Batagay-Alyta,RU,2022-02-11 21:25:40,67.8006,130.4114,-19.68,88,99,4.36
478,Touros,BR,2022-02-11 21:25:40,-5.1989,-35.4608,85.1,75,49,11.3
479,Sao Paulo De Olivenca,BR,2022-02-11 21:25:41,-3.3783,-68.8725,84.06,74,100,1.79
480,Nouadhibou,MR,2022-02-11 21:25:41,20.931,-17.0347,75.18,38,93,10.36
481,Rio Gallegos,AR,2022-02-11 21:25:41,-51.6226,-69.2181,64.45,42,75,25.32
482,Boma,GH,2022-02-11 21:25:42,7.0805,-2.1697,80.89,27,43,2.42
483,Muli,MV,2022-02-11 21:25:42,2.9167,73.5667,81.37,68,53,4.36
484,Ust-Maya,RU,2022-02-11 21:25:42,60.4167,134.5333,-36.33,100,89,0.49
485,Lasa,IT,2022-02-11 21:25:43,46.6166,10.7002,37.31,76,36,7.02
486,La Roda,ES,2022-02-11 21:22:16,39.2167,-2.15,47.91,52,11,7.7
487,Gimli,CA,2022-02-11 21:21:06,50.6336,-96.9907,-7.56,53,9,14.97
488,El Alto,PE,2022-02-11 21:23:09,-4.2714,-81.2147,82.06,65,15,16.51
489,Mahuta,TZ,2022-02-11 21:25:43,-10.8667,39.45,68.22,99,100,1.36
490,Kingaroy,AU,2022-02-11 21:25:44,-26.5333,151.8333,66.24,77,1,11.5
491,Maragogi,BR,2022-02-11 21:23:03,-9.0122,-35.2225,81.86,74,91,12.06
492,Auki,SB,2022-02-11 21:25:44,-8.7676,160.7034,75.4,95,100,4.14
493,Kemijarvi,FI,2022-02-11 21:25:45,66.7131,27.4306,9.48,95,100,3.83
494,Arlit,NE,2022-02-11 21:25:45,18.7369,7.3853,66.34,17,0,9.22
495,Lompoc,US,2022-02-11 21:25:45,34.6391,-120.4579,87.1,27,0,5.75
496,Kavaratti,IN,2022-02-11 21:25:46,10.5669,72.642,80.19,76,33,8.95
497,Nanortalik,GL,2022-02-11 21:25:46,60.1432,-45.2371,29.55,82,100,8.25
498,Sokoto,NG,2022-02-11 21:25:46,13.0609,5.239,72.88,11,0,10.6
499,Nantucket,US,2022-02-11 21:25:47,41.2835,-70.0995,50.02,72,0,11.5
500,Tongliao,CN,2022-02-11 21:25:47,43.6125,122.2653,2.01,87,100,3.85
501,Leh,IN,2022-02-11 21:26:47,34.1667,77.5833,-11.29,56,6,4.16
502,Khowst,AF,2022-02-11 21:26:48,33.3833,69.8833,44.15,29,0,3.98
503,Pacific Grove,US,2022-02-11 21:23:00,36.6177,-121.9166,82.51,39,0,6.91
504,Pedernales,DO,2022-02-11 21:26:48,18.0384,-71.744,85.06,50,5,2.26
505,Pandan,PH,2022-02-11 21:26:49,14.0453,124.1694,77.5,88,100,17.25
506,Domoni,KM,2022-02-11 21:26:49,-12.2569,44.5319,77.45,87,100,4.79
507,Caracollo,PE,2022-02-11 21:26:49,-14.9165,-70.6603,57.38,46,61,2.13
508,Hay River,CA,2022-02-11 21:26:50,60.8156,-115.7999,-0.42,65,40,6.91
509,Lahaina,US,2022-02-11 21:24:15,20.8783,-156.6825,78.8,70,3,4.43
510,U Thong,TH,2022-02-11 21:26:50,14.3751,99.8923,82.24,80,14,3.51
511,Pontes E Lacerda,BR,2022-02-11 21:26:51,-15.2261,-59.3353,82.09,87,82,2.57
512,Sola,VU,2022-02-11 21:26:51,-13.8833,167.55,77.67,100,90,1.14
513,Menongue,AO,2022-02-11 21:26:51,-14.6585,17.691,65.34,90,86,1.92
514,Vostok,RU,2022-02-11 21:26:52,46.4856,135.8833,14.22,97,100,2.86
515,Illapel,CL,2022-02-11 21:26:52,-31.6308,-71.1653,77.79,50,14,8.32
516,Singkang,MY,2022-02-11 21:26:52,2.1006,102.7994,75.09,94,100,2.89
517,Korla,CN,2022-02-11 21:26:53,41.7597,86.1469,26.47,49,0,2.64
518,Nago,JP,2022-02-11 21:26:53,26.5881,127.9761,66.63,73,74,10.13
519,Pisco,PE,2022-02-11 21:26:53,-13.7,-76.2167,80.65,54,0,20.71
520,Ust-Kuyga,RU,2022-02-11 21:26:54,70.0167,135.6,-21.8,100,95,7.45
521,Geraldton,AU,2022-02-11 21:26:54,-28.7667,114.6,70.21,94,40,5.75
522,Falun,SE,2022-02-11 21:22:20,60.6036,15.626,30.22,54,68,8.63
523,Caxito,AO,2022-02-11 21:26:55,-8.5785,13.6643,73.8,84,84,0.58
524,Iracoubo,GF,2022-02-11 21:26:55,5.4802,-53.2011,77.2,87,25,11.59
525,Tingo Maria,PE,2022-02-11 21:26:55,-9.2895,-76.0088,81.9,71,97,3.47
526,Taksimo,RU,2022-02-11 21:26:56,56.3444,114.8794,-25.96,93,49,1.92
527,Urengoy,RU,2022-02-11 21:26:56,65.9667,78.3667,-9.87,86,79,10.11
528,Pendleton,US,2022-02-11 21:26:56,45.6721,-118.7886,55.62,48,0,10.36
529,Parnarama,BR,2022-02-11 21:26:57,-5.6817,-43.0933,74.57,96,100,3.49
530,Lethem,GY,2022-02-11 21:26:57,3.3803,-59.7968,94.33,34,62,12.93
531,Clyde River,CA,2022-02-11 21:26:57,70.4692,-68.5914,-16.37,76,100,32.21
532,Dobryanka,RU,2022-02-11 21:26:58,58.4619,56.4165,15.66,95,100,7.2
533,Kano,NG,2022-02-11 21:22:24,12.0001,8.5167,64.29,45,2,2.3
534,Chifeng,CN,2022-02-11 21:26:58,42.2683,118.9636,16.29,44,100,8.1
535,Chimbote,PE,2022-02-11 21:26:36,-9.0853,-78.5783,75.6,69,79,10.31
536,Shira,RU,2022-02-11 21:26:59,54.4911,89.9531,-19.73,96,7,2.77
537,San Jeronimo,PE,2022-02-11 21:26:59,-11.9472,-75.2829,55.54,73,95,6.31
538,Zhuhai,CN,2022-02-11 21:25:29,22.2769,113.5678,65.7,94,20,4.61
539,Elizabeth City,US,2022-02-11 21:26:59,36.2946,-76.2511,67.01,35,0,11.5
540,Tynda,RU,2022-02-11 21:27:00,55.1667,124.7167,-18.49,98,98,2.68
541,Whitehorse,CA,2022-02-11 21:24:48,60.7161,-135.0538,27.37,73,100,11.5
542,Porto Novo,BJ,2022-02-11 21:27:00,6.4965,2.6036,84.02,81,7,8.55
543,Williston,US,2022-02-11 21:22:01,48.147,-103.618,14.92,68,100,1.99
544,Villaviciosa,ES,2022-02-11 21:27:01,43.4813,-5.4357,54.61,95,100,6.93
545,Broome,US,2022-02-11 21:27:01,42.2506,-75.833,50.0,48,20,14.97
546,Jinchang,CN,2022-02-11 21:28:01,38.4953,102.1739,22.98,80,100,6.98
547,Umm Kaddadah,SD,2022-02-11 21:25:09,13.6017,26.6876,58.66,18,27,13.65
548,Clarence Town,AU,2022-02-11 21:28:02,-32.5833,151.7833,73.85,83,91,4.41
549,Villa Rica,US,2022-02-11 21:28:02,33.7321,-84.9191,68.41,43,4,9.91
550,Farafangana,MG,2022-02-11 21:28:02,-22.8167,47.8333,76.55,85,20,4.43
551,Cervo,ES,2022-02-11 21:28:03,43.6702,-7.4101,52.97,88,100,14.65
552,Tautira,PF,2022-02-11 21:28:03,-17.7333,-149.15,84.22,72,70,16.37
553,Pangkalanbuun,ID,2022-02-11 21:28:04,-2.6833,111.6167,72.81,98,100,2.84
554,Reconquista,AR,2022-02-11 21:28:04,-29.15,-59.65,93.45,20,76,20.96
555,Cardedeu,ES,2022-02-11 21:28:05,41.6398,2.3574,52.72,81,58,2.51
556,Palmer,US,2022-02-11 21:28:05,42.1584,-72.3287,53.2,36,75,16.11
557,Lewistown,US,2022-02-11 21:28:05,40.5992,-77.5714,58.44,38,40,6.91
558,Gualaquiza,EC,2022-02-11 21:28:06,-3.4,-78.55,71.47,90,100,1.79
559,Thinadhoo,MV,2022-02-11 21:28:06,0.5333,72.9333,81.3,73,100,6.2
